state,category,characteristics,total,wrent,noconf,slightconf,modconf,highconf,deferred,didnottenure
US,Marital status,    Widowed,"2,202,944","129,374","222,984","349,965","382,827","1,104,429","12,613","1,533,592"
US,Marital status,    Divorced/separated,"15,201,104","935,960","1,930,192","2,694,637","3,655,383","5,611,630","259,105","3,731,480"
US,Marital status,    Never married,"31,865,484","1,503,222","3,791,412","5,677,647","8,207,982","12,112,585","447,936","7,489,643"
US,Marital status,    Did not report,"162,066","52,199","7,842","29,451","19,572","37,762",-,"1,117,623"
US,Presence of children under 18 years old,    Children in household,"32,906,303","1,723,646","5,027,156","6,777,250","8,111,053","10,689,768","452,199","11,427,501"
US,Presence of children under 18 years old,    No children,"42,359,798","2,075,043","3,891,086","5,794,399","9,959,809","19,954,009","486,617","15,248,829"
US,Respondent or household member experienced loss of employment income ,    Yes,"41,321,638","2,021,026","7,408,049","9,045,115","10,963,049","11,226,544","492,088","12,672,258"
US,Respondent or household member experienced loss of employment income,    No,"33,841,565","1,776,290","1,510,193","3,520,496","7,098,074","19,333,237","446,727","12,877,152"
US,Respondent or household member experienced loss of employment income,    Did not report,"102,898","1,373",-,"6,038","9,738","83,997",-,"1,126,920"
US,Respondent currently employed,    Yes,"39,313,969","1,352,887","3,021,359","5,671,822","9,241,154","19,426,974","524,342","12,821,000"
US,Respondent currently employed,    No,"35,828,698","2,443,357","5,885,026","6,862,370","8,827,869","11,148,719","414,473","12,471,720"
US,Respondent currently employed,    Did not report,"123,434","2,445","11,857","37,457","1,838","68,084",-,"1,383,610"
US,Household income,"    Less than $25,000","21,689,403","1,670,355","3,674,597","4,503,163","5,662,511","5,753,678","356,632","154,249"
US,Household income,"    $25,000 - $34,999","12,988,376","783,383","1,737,369","2,787,412","3,398,243","4,204,783","77,185","66,443"
US,Household income,"    $35,000 - $49,999","11,602,952","376,157","1,545,670","2,066,892","3,066,365","4,479,861","68,006","40,117"
US,Household income,"    $50,000 - $74,999","11,880,529","359,512","1,149,608","1,853,850","2,877,970","5,474,198","164,259","104,523"
US,Household income,"    $75,000 - $99,999","6,442,384","205,200","394,303","711,095","1,269,592","3,773,428","88,765","33,749"
US,Household income,"    $100,000 - $149,999","5,653,816","188,250","187,964","310,039","1,136,326","3,678,059","96,797","22,708"
US,Household income,"    $150,000 - $199,999","1,708,519","51,620","47,277","56,030","204,079","1,336,142","13,371","11,099"
US,Household income,"    $200,000 and above","1,467,499","51,832","6,968","26,299","94,045","1,260,841","27,513","15,879"
US,Household income,    Did not report,"1,832,624","112,379","174,485","256,869","361,729","682,788","46,285","26,227,564"
AL,Total,Total,"1,011,894","102,350","161,904","127,657","222,039","389,296","8,649","522,654"
AL,Age,    18 - 24,"84,945",-,"23,728","2,353","16,179","42,686",-,"58,802"
AL,Age,    25 - 39,"427,514","45,227","34,220","78,833","117,950","143,461","7,823","165,714"
AL,Age,    40 - 54,"272,380","11,681","67,294","28,042","65,132","100,231",-,"87,979"
AL,Age,    55 - 64,"164,271","26,907","35,173","18,430","16,768","66,167",827,"92,726"
AL,Age,    65 and above,"62,783","18,534","1,489",-,"6,010","36,750",-,"117,432"
AL,Sex,    Male,"406,465","37,012","48,139","54,376","80,759","186,179",-,"280,558"
AL,Sex,    Female,"605,429","65,338","113,765","73,281","141,279","203,116","8,649","242,095"
AL,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"96,773","16,890","1,367","10,835","48,342","19,339",-,"11,853"
AL,Hispanic origin and Race,"    White alone, not Hispanic","510,239","65,619","70,545","29,725","110,096","232,267","1,988","299,493"
AL,Hispanic origin and Race,"    Black alone, not Hispanic","376,215","19,841","81,964","85,003","57,798","124,948","6,662","203,060"
AL,Hispanic origin and Race,"    Asian alone, not Hispanic","14,158",-,"7,086","2,094",-,"4,978",-,"3,294"
AL,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","14,510",-,942,-,"5,803","7,764",-,"4,953"
AL,Education,    Less than high school,"144,553","11,952","8,556","10,361","89,653","24,032",-,"24,802"
AL,Education,    High school or GED,"367,909","33,385","81,127","57,981","38,445","156,970",-,"244,601"
AL,Education,    Some college/associateÍs degree,"312,869","30,481","53,175","51,638","51,516","117,409","8,649","149,510"
AL,Education,    BachelorÍs degree or higher,"186,563","26,532","19,046","7,677","42,424","90,884",-,"103,740"
AL,Marital status,    Married,"403,035","35,649","56,448","36,907","128,763","145,269",-,"236,314"
AL,Marital status,    Widowed,"49,038",-,"5,098",-,"8,788","35,153",-,"6,347"
AL,Marital status,    Divorced/separated,"249,744","49,613","47,548","25,442","32,521","90,747","3,872","63,420"
AL,Marital status,    Never married,"310,076","17,088","52,810","65,307","51,966","118,127","4,778","205,475"
AL,Marital status,    Did not report,-,-,-,-,-,-,-,"11,097"
AL,Presence of children under 18 years old,    Children in household,"451,625","37,216","70,557","55,031","121,948","160,212","6,662","273,408"
AL,Presence of children under 18 years old,    No children,"560,269","65,134","91,347","72,626","100,091","229,084","1,988","249,246"
AL,Respondent or household member experienced loss of employment income ,    Yes,"527,772","37,685","143,348","88,330","116,890","134,858","6,662","300,240"
AL,Respondent or household member experienced loss of employment income,    No,"484,122","64,665","18,556","39,327","105,149","254,438","1,988","212,963"
AL,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,"9,451"
AL,Respondent currently employed,    Yes,"507,220","30,445","105,040","52,347","133,555","185,833",-,"206,615"
AL,Respondent currently employed,    No,"500,520","71,904","52,710","75,310","88,484","203,462","8,649","303,611"
AL,Respondent currently employed,    Did not report,"4,153",-,"4,153",-,-,-,-,"12,428"
AL,Household income,"    Less than $25,000","334,967","56,068","62,307","57,709","40,333","111,785","6,765",-
AL,Household income,"    $25,000 - $34,999","188,148","14,388","15,526","15,396","82,594","58,360","1,884",-
AL,Household income,"    $35,000 - $49,999","151,350","5,852","44,444","20,082","32,109","48,863",-,-
AL,Household income,"    $50,000 - $74,999","178,382","4,612","8,699","33,309","56,388","75,373",-,"1,489"
AL,Household income,"    $75,000 - $99,999","60,764",-,"15,387","1,161","9,924","34,292",-,-
AL,Household income,"    $100,000 - $149,999","45,092","1,081","15,542",-,691,"27,779",-,-
AL,Household income,"    $150,000 - $199,999","12,869","1,401",-,-,-,"11,468",-,-
AL,Household income,"    $200,000 and above","24,697","16,890",-,-,-,"7,807",-,-
AL,Household income,    Did not report,"15,626","2,059",-,-,-,"13,567",-,"521,165"
AK,Total,Total,"140,062","9,750","9,596","13,032","36,142","69,708","1,158","50,458"
AK,Age,    18 - 24,"21,115","1,479",321,"2,638","7,299","9,377",-,"4,891"
AK,Age,    25 - 39,"64,058","4,624","6,034","6,171","13,589","32,843",122,"21,619"
AK,Age,    40 - 54,"29,379","1,765","1,354","2,686","9,170","13,442",964,"6,120"
AK,Age,    55 - 64,"14,441",715,"1,771","1,304","4,223","6,429",-,"8,829"
AK,Age,    65 and above,"11,068","1,168",117,234,"1,861","7,617",72,"9,000"
AK,Sex,    Male,"70,724","6,674","5,206","5,403","14,469","38,827",145,"30,379"
AK,Sex,    Female,"69,338","3,076","4,390","7,629","21,673","30,881","1,013","20,079"
AK,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"11,408","1,355","1,631","3,213","1,579","3,629",-,"4,797"
AK,Hispanic origin and Race,"    White alone, not Hispanic","73,022","6,167","5,675","5,340","13,954","41,587",298,"27,798"
AK,Hispanic origin and Race,"    Black alone, not Hispanic","6,534",-,189,187,"1,298","4,860",-,"1,421"
AK,Hispanic origin and Race,"    Asian alone, not Hispanic","11,218","1,959",117,605,"3,536","5,002",-,"2,821"
AK,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","37,880",270,"1,984","3,687","15,775","14,630",860,"13,620"
AK,Education,    Less than high school,"9,064","1,543","2,156","1,737",362,"3,267",-,"3,375"
AK,Education,    High school or GED,"58,049","5,320","2,350","3,967","21,971","22,978",788,"26,274"
AK,Education,    Some college/associateÍs degree,"49,370","2,096","4,276","5,728","8,426","28,843",-,"14,488"
AK,Education,    BachelorÍs degree or higher,"23,579",791,814,"1,600","5,383","14,620",370,"6,321"
AK,Marital status,    Married,"43,902","4,684",861,"3,668","7,889","26,125",-,"28,241"
AK,Marital status,    Widowed,"4,257",-,-,117,548,"3,592",-,"2,482"
AK,Marital status,    Divorced/separated,"28,713","1,009","4,693","3,571","9,524","9,792",124,"3,759"
AK,Marital status,    Never married,"63,190","4,057","4,042","5,676","18,182","30,199","1,034","14,389"
AK,Marital status,    Did not report,-,-,-,-,-,-,-,"1,586"
AK,Presence of children under 18 years old,    Children in household,"55,499","3,809","5,307","7,309","18,170","19,388",839,"20,941"
AK,Presence of children under 18 years old,    No children,"84,563","5,942","4,289","5,723","17,972","50,320",318,"29,517"
AK,Respondent or household member experienced loss of employment income ,    Yes,"76,155","7,613","7,915","9,280","20,848","30,499",-,"17,813"
AK,Respondent or household member experienced loss of employment income,    No,"63,907","2,137","1,681","3,752","15,294","39,209","1,158","30,905"
AK,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,"1,740"
AK,Respondent currently employed,    Yes,"75,918","2,245","2,405","6,517","17,243","47,210",298,"27,112"
AK,Respondent currently employed,    No,"64,144","7,505","7,191","6,515","18,899","22,499",860,"21,211"
AK,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,"2,135"
AK,Household income,"    Less than $25,000","27,176","4,969","4,997","3,717","7,974","5,398",122,62
AK,Household income,"    $25,000 - $34,999","25,367",483,"1,997","3,299","11,150","8,438",-,-
AK,Household income,"    $35,000 - $49,999","26,997","1,400","1,475","2,698","5,719","15,582",124,-
AK,Household income,"    $50,000 - $74,999","24,569",852,672,"1,831","6,642","14,572",-,-
AK,Household income,"    $75,000 - $99,999","17,316","1,734",235,870,"2,715","11,763",-,86
AK,Household income,"    $100,000 - $149,999","10,444",312,221,-,"1,635","8,204",73,234
AK,Household income,"    $150,000 - $199,999","2,402",-,-,-,142,"2,209",52,-
AK,Household income,"    $200,000 and above","1,039",-,-,228,-,810,-,-
AK,Household income,    Did not report,"4,751",-,-,389,166,"2,732",788,"50,076"
AZ,Total,Total,"1,667,898","148,509","144,833","273,343","340,718","757,666","2,830","669,461"
AZ,Age,    18 - 24,"185,799","13,255","28,887","79,498","40,548","23,611",-,"74,203"
AZ,Age,    25 - 39,"625,877","42,328","71,086","93,098","117,276","300,177","1,912","179,694"
AZ,Age,    40 - 54,"420,360","24,751","30,471","39,257","109,059","215,905",918,"179,796"
AZ,Age,    55 - 64,"221,424","10,395","13,641","31,965","26,451","138,972",-,"91,702"
AZ,Age,    65 and above,"214,438","57,780",747,"29,525","47,384","79,002",-,"144,065"
AZ,Sex,    Male,"776,762","46,210","53,817","139,888","155,764","381,084",-,"309,486"
AZ,Sex,    Female,"891,136","102,299","91,016","133,455","184,954","376,581","2,830","359,975"
AZ,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"589,946","75,561","50,601","140,041","112,063","210,761",918,"282,504"
AZ,Hispanic origin and Race,"    White alone, not Hispanic","790,075","51,839","29,254","99,977","183,651","423,443","1,912","268,321"
AZ,Hispanic origin and Race,"    Black alone, not Hispanic","108,515",-,"14,184","7,800","28,905","57,627",-,"31,863"
AZ,Hispanic origin and Race,"    Asian alone, not Hispanic","50,532","4,097","4,428","5,561","10,021","26,425",-,"20,493"
AZ,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","128,830","17,012","46,366","19,964","6,078","39,410",-,"66,280"
AZ,Education,    Less than high school,"273,906","54,068","9,299","111,821","42,693","56,026",-,"180,447"
AZ,Education,    High school or GED,"538,388","37,553","71,788","61,084","110,068","257,895",-,"190,452"
AZ,Education,    Some college/associateÍs degree,"562,601","49,956","50,612","80,483","137,669","241,051","2,830","167,368"
AZ,Education,    BachelorÍs degree or higher,"293,002","6,932","13,134","19,955","50,287","202,694",-,"131,194"
AZ,Marital status,    Married,"568,432","32,073","51,040","63,881","123,098","298,339",-,"275,554"
AZ,Marital status,    Widowed,"30,129","11,710","3,602",-,"6,861","7,955",-,"56,727"
AZ,Marital status,    Divorced/separated,"517,035","66,950","30,067","67,187","87,490","262,512","2,830","79,148"
AZ,Marital status,    Never married,"542,687","37,776","60,124","142,275","123,268","179,245",-,"221,357"
AZ,Marital status,    Did not report,"9,615",-,-,-,-,"9,615",-,"36,675"
AZ,Presence of children under 18 years old,    Children in household,"724,752","88,762","99,255","188,716","147,775","200,245",-,"391,598"
AZ,Presence of children under 18 years old,    No children,"943,146","59,747","45,578","84,627","192,943","557,421","2,830","277,863"
AZ,Respondent or household member experienced loss of employment income ,    Yes,"872,928","71,092","132,226","197,683","234,755","234,342","2,830","256,438"
AZ,Respondent or household member experienced loss of employment income,    No,"794,970","77,417","12,607","75,659","105,962","523,324",-,"362,276"
AZ,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,"50,748"
AZ,Respondent currently employed,    Yes,"857,896","45,372","26,119","95,664","163,515","527,227",-,"299,150"
AZ,Respondent currently employed,    No,"808,929","102,065","118,714","177,679","177,203","230,439","2,830","313,368"
AZ,Respondent currently employed,    Did not report,"1,072","1,072",-,-,-,-,-,"56,943"
AZ,Household income,"    Less than $25,000","439,851","91,370","46,435","130,494","53,428","118,124",-,"2,711"
AZ,Household income,"    $25,000 - $34,999","277,396","12,314","21,860","36,318","98,146","106,845","1,912","3,758"
AZ,Household income,"    $35,000 - $49,999","338,715","25,572","38,090","68,392","101,227","105,433",-,-
AZ,Household income,"    $50,000 - $74,999","241,020","4,856","4,579","26,901","41,936","161,831",918,844
AZ,Household income,"    $75,000 - $99,999","178,667",-,"31,072","4,983","28,028","114,585",-,-
AZ,Household income,"    $100,000 - $149,999","118,323","8,284","1,622","2,109","8,312","97,995",-,-
AZ,Household income,"    $150,000 - $199,999","42,100","4,971",-,"2,068","7,789","27,271",-,-
AZ,Household income,"    $200,000 and above","9,961","1,142",-,-,"1,852","6,967",-,"3,211"
AZ,Household income,    Did not report,"21,866",-,"1,174","2,077",-,"18,614",-,"658,937"
AR,Total,Total,"633,191","53,039","53,590","100,705","207,172","213,047","5,637","338,583"
AR,Age,    18 - 24,"59,900",833,-,"6,502","30,532","22,033",-,"36,623"
AR,Age,    25 - 39,"286,365","11,494","45,091","27,120","118,502","84,159",-,"93,685"
AR,Age,    40 - 54,"136,890","13,978","8,097","51,468","29,055","33,505",787,"76,763"
AR,Age,    55 - 64,"85,510","13,036",403,"7,037","13,373","51,663",-,"59,805"
AR,Age,    65 and above,"64,525","13,698",-,"8,579","15,711","21,688","4,850","71,707"
AR,Sex,    Male,"268,030","39,857","24,366","36,404","80,609","86,795",-,"166,851"
AR,Sex,    Female,"365,161","13,182","29,225","64,302","126,563","126,252","5,637","171,732"
AR,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"6,272","1,236","1,666",-,-,"3,369",-,"36,851"
AR,Hispanic origin and Race,"    White alone, not Hispanic","422,266","50,137","36,935","42,744","115,367","176,297",787,"234,422"
AR,Hispanic origin and Race,"    Black alone, not Hispanic","137,101","1,666","14,989","31,057","63,538","21,001","4,850","38,925"
AR,Hispanic origin and Race,"    Asian alone, not Hispanic","2,118",-,-,-,757,"1,361",-,-
AR,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","65,434",-,-,"26,904","27,511","11,019",-,"28,385"
AR,Education,    Less than high school,"55,628","2,830","13,660","7,409","29,304","2,425",-,"24,676"
AR,Education,    High school or GED,"311,769","40,558","11,021","53,446","114,656","87,237","4,850","133,996"
AR,Education,    Some college/associateÍs degree,"182,730","6,513","25,287","35,112","52,786","63,032",-,"139,461"
AR,Education,    BachelorÍs degree or higher,"83,065","3,137","3,622","4,739","10,427","60,353",787,"40,449"
AR,Marital status,    Married,"273,158","20,521","16,589","39,669","88,463","102,279","5,637","158,608"
AR,Marital status,    Widowed,"20,842","14,935",-,-,-,"5,907",-,"14,942"
AR,Marital status,    Divorced/separated,"95,391","7,133","5,582","26,563","29,966","26,148",-,"64,322"
AR,Marital status,    Never married,"243,801","10,451","31,419","34,473","88,744","78,714",-,"93,344"
AR,Marital status,    Did not report,-,-,-,-,-,-,-,"7,368"
AR,Presence of children under 18 years old,    Children in household,"315,043","12,531","47,601","74,967","121,067","58,090",787,"84,906"
AR,Presence of children under 18 years old,    No children,"318,148","40,508","5,989","25,738","86,106","154,957","4,850","253,677"
AR,Respondent or household member experienced loss of employment income ,    Yes,"285,109","27,541","48,535","48,056","118,877","42,100",-,"122,088"
AR,Respondent or household member experienced loss of employment income,    No,"348,082","25,498","5,055","52,649","88,296","170,947","5,637","206,458"
AR,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,"10,037"
AR,Respondent currently employed,    Yes,"320,984","26,651","20,544","56,905","113,170","102,927",787,"160,073"
AR,Respondent currently employed,    No,"312,207","26,389","33,046","43,800","94,003","110,120","4,850","168,473"
AR,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,"10,037"
AR,Household income,"    Less than $25,000","259,707","17,048","23,923","50,910","78,549","84,428","4,850",-
AR,Household income,"    $25,000 - $34,999","167,273","15,137","22,475","37,884","60,888","30,889",-,-
AR,Household income,"    $35,000 - $49,999","78,267","2,508","5,526","4,801","46,391","19,040",-,"1,877"
AR,Household income,"    $50,000 - $74,999","71,805","11,282","1,666","7,110","11,626","40,120",-,-
AR,Household income,"    $75,000 - $99,999","16,964",-,-,-,"5,010","11,954",-,-
AR,Household income,"    $100,000 - $149,999","19,577",-,-,-,-,"18,790",787,-
AR,Household income,"    $150,000 - $199,999","2,735",-,-,-,-,"2,735",-,-
AR,Household income,"    $200,000 and above","3,002",-,-,-,-,"3,002",-,-
AR,Household income,    Did not report,"13,861","7,063",-,-,"4,707","2,090",-,"336,706"
CA,Total,Total,"12,009,913","478,056","1,275,164","1,591,273","3,062,939","5,332,268","146,154","3,029,620"
CA,Age,    18 - 24,"1,580,928","4,171","23,804","203,371","855,926","493,656",-,"422,924"
CA,Age,    25 - 39,"5,508,905","224,398","580,619","760,999","1,215,215","2,662,685","61,572","853,387"
CA,Age,    40 - 54,"2,645,927","186,551","367,456","375,196","566,193","1,032,405","67,147","663,177"
CA,Age,    55 - 64,"1,251,941","41,068","161,738","232,691","294,540","518,764","3,140","766,348"
CA,Age,    65 and above,"1,022,212","21,868","141,547","19,016","131,065","624,758","14,294","323,784"
CA,Sex,    Male,"5,610,669","262,118","592,018","725,393","1,264,372","2,658,311","108,457","1,156,587"
CA,Sex,    Female,"6,399,244","215,938","683,146","865,880","1,798,567","2,673,957","37,697","1,873,033"
CA,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"4,664,690","162,171","847,753","644,366","1,281,745","1,656,386","4,589","1,483,895"
CA,Hispanic origin and Race,"    White alone, not Hispanic","4,375,612","167,898","209,729","346,470","1,047,459","2,475,980","71,696","754,806"
CA,Hispanic origin and Race,"    Black alone, not Hispanic","1,009,116","94,046","130,389","183,302","219,570","319,333","62,476","144,214"
CA,Hispanic origin and Race,"    Asian alone, not Hispanic","1,257,576","33,339","25,354","253,494","256,880","688,509",-,"454,304"
CA,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","702,919","20,602","61,939","163,640","257,285","192,060","7,392","192,402"
CA,Education,    Less than high school,"1,806,915","127,986","418,877","172,964","522,621","469,883","3,836","697,649"
CA,Education,    High school or GED,"3,224,774","47,196","368,824","605,483","628,819","1,528,991","20,541","518,543"
CA,Education,    Some college/associateÍs degree,"4,042,467","214,521","368,217","537,397","1,339,902","1,466,600","107,438","1,048,732"
CA,Education,    BachelorÍs degree or higher,"2,935,757","88,352","119,246","275,429","571,597","1,866,794","14,338","764,696"
CA,Marital status,    Married,"3,953,271","112,712","529,134","534,322","764,798","1,905,041","59,612","1,186,851"
CA,Marital status,    Widowed,"296,762","4,903","24,645","56,039","48,728","162,447",-,"451,213"
CA,Marital status,    Divorced/separated,"1,996,276","51,330","274,627","291,479","436,321","862,528","20,193","397,949"
CA,Marital status,    Never married,"5,696,110","265,465","446,758","709,433","1,801,612","2,389,883","66,348","917,361"
CA,Marital status,    Did not report,"67,494","43,646",-,-,"11,479","12,369",-,"76,246"
CA,Presence of children under 18 years old,    Children in household,"5,599,644","311,511","705,518","840,093","1,426,731","2,210,480","55,890","1,639,046"
CA,Presence of children under 18 years old,    No children,"6,410,270","166,545","569,646","751,181","1,636,208","3,121,788","90,264","1,390,574"
CA,Respondent or household member experienced loss of employment income ,    Yes,"7,550,469","246,205","1,052,665","1,292,238","2,183,587","2,555,119","109,881","1,530,386"
CA,Respondent or household member experienced loss of employment income,    No,"4,442,182","231,851","222,499","299,035","879,352","2,759,887","36,273","1,376,493"
CA,Respondent or household member experienced loss of employment income,    Did not report,"17,262",-,-,-,-,"17,262",-,"122,741"
CA,Respondent currently employed,    Yes,"6,131,506","69,621","471,136","608,028","1,413,950","3,450,243","110,136","1,604,503"
CA,Respondent currently employed,    No,"5,868,843","408,435","804,028","975,703","1,648,989","1,880,003","36,017","1,307,560"
CA,Respondent currently employed,    Did not report,"9,564",-,-,"7,542",-,"2,022",-,"117,556"
CA,Household income,"    Less than $25,000","2,875,018","215,624","524,953","496,056","846,918","764,906","14,925","6,982"
CA,Household income,"    $25,000 - $34,999","1,913,089","135,667","200,157","368,149","580,467","626,837","1,812",-
CA,Household income,"    $35,000 - $49,999","1,688,488","20,087","228,036","167,785","426,140","843,435","3,006","3,226"
CA,Household income,"    $50,000 - $74,999","1,658,241","45,574","241,467","238,851","448,355","635,858","48,137","8,056"
CA,Household income,"    $75,000 - $99,999","1,328,634","33,838","20,618","176,900","241,785","794,824","60,669","17,859"
CA,Household income,"    $100,000 - $149,999","1,371,213","9,098","45,075","117,307","320,886","811,021","11,447",-
CA,Household income,"    $150,000 - $199,999","403,908","6,685","4,065","4,563","97,346","289,542","1,708","1,884"
CA,Household income,"    $200,000 and above","469,804","4,072","2,477","5,476","52,727","400,601","4,450",-
CA,Household income,    Did not report,"301,518","7,411","8,316","16,187","48,316","165,245",-,"2,991,613"
CO,Total,Total,"1,292,535","69,633","152,994","127,393","370,229","568,004","2,958","284,744"
CO,Age,    18 - 24,"141,893","4,153","6,445",964,"38,738","91,593",-,"43,093"
CO,Age,    25 - 39,"629,787","22,448","100,249","62,866","155,246","286,756","2,222","76,920"
CO,Age,    40 - 54,"252,688","23,555","20,886","26,751","103,798","76,962",736,"55,497"
CO,Age,    55 - 64,"161,375","14,694","25,414","5,326","33,186","82,755",-,"52,265"
CO,Age,    65 and above,"106,793","4,783",-,"31,487","39,261","29,939",-,"56,969"
CO,Sex,    Male,"628,127","21,584","67,639","35,177","215,741","285,928",736,"168,075"
CO,Sex,    Female,"664,408","48,049","85,356","92,217","154,488","282,077","2,222","116,669"
CO,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"328,455","17,953","79,940","37,673","95,929","96,961",-,"45,965"
CO,Hispanic origin and Race,"    White alone, not Hispanic","774,266","41,572","28,706","75,880","187,426","436,401","2,958","208,275"
CO,Hispanic origin and Race,"    Black alone, not Hispanic","87,742","4,638","36,368","6,153","28,172","12,412",-,"7,945"
CO,Hispanic origin and Race,"    Asian alone, not Hispanic","17,194",-,"1,262","7,687","1,907","6,338",-,"9,799"
CO,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","84,878","5,470","6,718",-,"56,796","15,893",-,"12,761"
CO,Education,    Less than high school,"57,201","14,912","17,352","5,070","6,830","13,037",-,-
CO,Education,    High school or GED,"494,020","30,304","80,943","47,936","163,165","171,671",-,"46,608"
CO,Education,    Some college/associateÍs degree,"413,595","17,987","42,735","65,416","152,771","132,464","2,222","122,950"
CO,Education,    BachelorÍs degree or higher,"327,719","6,430","11,964","8,971","47,463","250,833",736,"115,186"
CO,Marital status,    Married,"442,175","20,952","39,433","28,737","149,415","202,316",-,"107,270"
CO,Marital status,    Widowed,"28,798","1,808","1,636","7,915","11,503","5,936",-,"13,143"
CO,Marital status,    Divorced/separated,"248,833","26,352","37,419","39,492","78,892","64,457","2,222","64,126"
CO,Marital status,    Never married,"572,728","20,522","74,507","51,249","130,419","295,295",736,"81,903"
CO,Marital status,    Did not report,-,-,-,-,-,-,-,"18,303"
CO,Presence of children under 18 years old,    Children in household,"370,296","19,279","101,059","42,833","88,480","118,645",-,"76,460"
CO,Presence of children under 18 years old,    No children,"922,239","50,353","51,936","84,560","281,749","449,359","2,958","208,283"
CO,Respondent or household member experienced loss of employment income ,    Yes,"719,969","47,240","140,639","93,091","217,165","219,612","2,222","112,665"
CO,Respondent or household member experienced loss of employment income,    No,"572,566","22,393","12,356","34,302","153,064","348,392",736,"152,371"
CO,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,"19,709"
CO,Respondent currently employed,    Yes,"703,287","9,649","69,460","55,617","169,364","397,874",-,"166,705"
CO,Respondent currently employed,    No,"589,248","59,984","83,534","71,776","200,865","170,131","2,958","98,331"
CO,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,"19,709"
CO,Household income,"    Less than $25,000","316,424","39,567","60,765","40,619","100,597","74,877",-,"1,024"
CO,Household income,"    $25,000 - $34,999","208,009","18,790","44,553","22,945","46,872","74,849",-,-
CO,Household income,"    $35,000 - $49,999","263,405","6,531","29,545","40,930","114,988","70,675",736,"2,193"
CO,Household income,"    $50,000 - $74,999","138,610",635,"6,872","11,619","17,108","100,153","2,222",-
CO,Household income,"    $75,000 - $99,999","171,401","1,598","3,629","6,230","57,391","102,552",-,112
